County,Year,Quarter,Medication_Assisted_Treatment,Beneficiaries,Status,Annotation,Annotation_Description,,
Plumas / Sierra,2016,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Plumas / Sierra,2016,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Plumas / Sierra,2016,Q3,Buprenorphine,12,F,,,,
Plumas / Sierra,2016,Q4,Buprenorphine,13,F,,,,
Plumas / Sierra,2017,Q1,Buprenorphine,14,F,,,,
Plumas / Sierra,2017,Q2,Buprenorphine,26,F,,,,
Plumas / Sierra,2017,Q3,Buprenorphine,34,F,,,,
Plumas / Sierra,2017,Q4,Buprenorphine,37,F,,,,
Plumas / Sierra,2018,Q1,Buprenorphine,36,F,,,,
Plumas / Sierra,2018,Q2,Buprenorphine,37,F,,,,
Plumas / Sierra,2018,Q3,Buprenorphine,34,F,,,,
Plumas / Sierra,2018,Q4,Buprenorphine,40,F,,,,
Plumas / Sierra,2019,Q1,Buprenorphine,46,F,,,,
Plumas / Sierra,2019,Q2,Buprenorphine,50,F,,,,
Plumas / Sierra,2019,Q3,Buprenorphine,56,F,,,,
Plumas / Sierra,2019,Q4,Buprenorphine,55,F,,,,
Plumas / Sierra,2020,Q1,Buprenorphine,66,P,,,,
Riverside,2010,Q1,Buprenorphine,32,F,,,,
Riverside,2010,Q2,Buprenorphine,37,F,,,,
Riverside,2010,Q3,Buprenorphine,42,F,,,,
Riverside,2010,Q4,Buprenorphine,51,F,,,,
Riverside,2011,Q1,Buprenorphine,55,F,,,,
Riverside,2011,Q2,Buprenorphine,50,F,,,,
Riverside,2011,Q3,Buprenorphine,54,F,,,,
Riverside,2011,Q4,Buprenorphine,55,F,,,,
Riverside,2012,Q1,Buprenorphine,58,F,,,,
Riverside,2012,Q2,Buprenorphine,53,F,,,,
Riverside,2012,Q3,Buprenorphine,56,F,,,,
Riverside,2012,Q4,Buprenorphine,56,F,,,,
Riverside,2013,Q1,Buprenorphine,53,F,,,,
Riverside,2013,Q2,Buprenorphine,57,F,,,,
Riverside,2013,Q3,Buprenorphine,59,F,,,,
Riverside,2013,Q4,Buprenorphine,54,F,,,,
Riverside,2014,Q1,Buprenorphine,77,F,,,,
Riverside,2014,Q2,Buprenorphine,102,F,,,,
Riverside,2014,Q3,Buprenorphine,125,F,,,,
Riverside,2014,Q4,Buprenorphine,160,F,,,,
Riverside,2015,Q1,Buprenorphine,172,F,,,,
Riverside,2015,Q2,Buprenorphine,245,F,,,,
Riverside,2015,Q3,Buprenorphine,268,F,,,,
Riverside,2015,Q4,Buprenorphine,305,F,,,,
Riverside,2016,Q1,Buprenorphine,377,F,,,,
Riverside,2016,Q2,Buprenorphine,430,F,,,,
Riverside,2016,Q3,Buprenorphine,476,F,,,,
Riverside,2016,Q4,Buprenorphine,543,F,,,,
Riverside,2017,Q1,Buprenorphine,653,F,,,,
Riverside,2017,Q2,Buprenorphine,709,F,,,,
Riverside,2017,Q3,Buprenorphine,718,F,,,,
Riverside,2017,Q4,Buprenorphine,665,F,,,,
Riverside,2018,Q1,Buprenorphine,703,F,,,,
Riverside,2018,Q2,Buprenorphine,703,F,,,,
Riverside,2018,Q3,Buprenorphine,732,F,,,,
Riverside,2018,Q4,Buprenorphine,732,F,,,,
Riverside,2019,Q1,Buprenorphine,817,F,,,,
Riverside,2019,Q2,Buprenorphine,883,F,,,,
Riverside,2019,Q3,Buprenorphine,951,F,,,,
Riverside,2019,Q4,Buprenorphine,1036,F,,,,
Riverside,2020,Q1,Buprenorphine,1160,P,,,,
Sacramento,2010,Q1,Buprenorphine,23,F,,,,
Sacramento,2010,Q2,Buprenorphine,21,F,,,,
Sacramento,2010,Q3,Buprenorphine,24,F,,,,
Sacramento,2010,Q4,Buprenorphine,31,F,,,,
Sacramento,2011,Q1,Buprenorphine,36,F,,,,
Sacramento,2011,Q2,Buprenorphine,39,F,,,,
Sacramento,2011,Q3,Buprenorphine,45,F,,,,
Sacramento,2011,Q4,Buprenorphine,37,F,,,,
Sacramento,2012,Q1,Buprenorphine,44,F,,,,
Sacramento,2012,Q2,Buprenorphine,44,F,,,,
Sacramento,2012,Q3,Buprenorphine,52,F,,,,
Sacramento,2012,Q4,Buprenorphine,56,F,,,,
Sacramento,2013,Q1,Buprenorphine,62,F,,,,
Sacramento,2013,Q2,Buprenorphine,71,F,,,,
Sacramento,2013,Q3,Buprenorphine,64,F,,,,
Sacramento,2013,Q4,Buprenorphine,69,F,,,,
Sacramento,2014,Q1,Buprenorphine,95,F,,,,
Sacramento,2014,Q2,Buprenorphine,136,F,,,,
Sacramento,2014,Q3,Buprenorphine,166,F,,,,
Sacramento,2014,Q4,Buprenorphine,178,F,,,,
Sacramento,2015,Q1,Buprenorphine,221,F,,,,
Sacramento,2015,Q2,Buprenorphine,274,F,,,,
Sacramento,2015,Q3,Buprenorphine,325,F,,,,
Sacramento,2015,Q4,Buprenorphine,333,F,,,,
Sacramento,2016,Q1,Buprenorphine,366,F,,,,
Sacramento,2016,Q2,Buprenorphine,395,F,,,,
Sacramento,2016,Q3,Buprenorphine,413,F,,,,
Sacramento,2016,Q4,Buprenorphine,453,F,,,,
Sacramento,2017,Q1,Buprenorphine,515,F,,,,
Sacramento,2017,Q2,Buprenorphine,570,F,,,,
Sacramento,2017,Q3,Buprenorphine,559,F,,,,
Sacramento,2017,Q4,Buprenorphine,579,F,,,,
Sacramento,2018,Q1,Buprenorphine,615,F,,,,
Sacramento,2018,Q2,Buprenorphine,636,F,,,,
Sacramento,2018,Q3,Buprenorphine,655,F,,,,
Sacramento,2018,Q4,Buprenorphine,719,F,,,,
Sacramento,2019,Q1,Buprenorphine,717,F,,,,
Sacramento,2019,Q2,Buprenorphine,778,F,,,,
Sacramento,2019,Q3,Buprenorphine,799,F,,,,
Sacramento,2019,Q4,Buprenorphine,851,F,,,,
Sacramento,2020,Q1,Buprenorphine,914,P,,,,
San Benito,2010,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Benito,2010,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Benito,2012,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Benito,2013,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Benito,2013,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Benito,2013,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Benito,2014,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Benito,2014,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Benito,2014,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Benito,2014,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Benito,2015,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Benito,2015,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Benito,2015,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Benito,2015,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Benito,2016,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Benito,2016,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Benito,2016,Q3,Buprenorphine,0,F,2,cell suppressed for complementary cell,,
San Benito,2016,Q4,Buprenorphine,16,F,,,,
San Benito,2017,Q1,Buprenorphine,18,F,,,,
San Benito,2017,Q2,Buprenorphine,24,F,,,,
San Benito,2017,Q3,Buprenorphine,26,F,,,,
San Benito,2017,Q4,Buprenorphine,31,F,,,,
San Benito,2018,Q1,Buprenorphine,23,F,,,,
San Benito,2018,Q2,Buprenorphine,21,F,,,,
San Benito,2018,Q3,Buprenorphine,21,F,,,,
San Benito,2018,Q4,Buprenorphine,28,F,,,,
San Benito,2019,Q1,Buprenorphine,,F,2,cell suppressed for complementary cell,,
San Benito,2019,Q2,Buprenorphine,30,F,,,,
San Benito,2019,Q3,Buprenorphine,,F,2,cell suppressed for complementary cell,,
San Benito,2019,Q4,Buprenorphine,31,F,,,,
San Benito,2020,Q1,Buprenorphine,27,P,,,,
San Bernardino,2010,Q1,Buprenorphine,17,F,,,,
San Bernardino,2010,Q2,Buprenorphine,20,F,,,,
San Bernardino,2010,Q3,Buprenorphine,21,F,,,,
San Bernardino,2010,Q4,Buprenorphine,23,F,,,,
San Bernardino,2011,Q1,Buprenorphine,17,F,,,,
San Bernardino,2011,Q2,Buprenorphine,21,F,,,,
San Bernardino,2011,Q3,Buprenorphine,27,F,,,,
San Bernardino,2011,Q4,Buprenorphine,25,F,,,,
San Bernardino,2012,Q1,Buprenorphine,19,F,,,,
San Bernardino,2012,Q2,Buprenorphine,19,F,,,,
San Bernardino,2012,Q3,Buprenorphine,24,F,,,,
San Bernardino,2012,Q4,Buprenorphine,22,F,,,,
San Bernardino,2013,Q1,Buprenorphine,16,F,,,,
San Bernardino,2013,Q2,Buprenorphine,21,F,,,,
San Bernardino,2013,Q3,Buprenorphine,19,F,,,,
San Bernardino,2013,Q4,Buprenorphine,18,F,,,,
San Bernardino,2014,Q1,Buprenorphine,29,F,,,,
San Bernardino,2014,Q2,Buprenorphine,54,F,,,,
San Bernardino,2014,Q3,Buprenorphine,65,F,,,,
San Bernardino,2014,Q4,Buprenorphine,84,F,,,,
San Bernardino,2015,Q1,Buprenorphine,107,F,,,,
San Bernardino,2015,Q2,Buprenorphine,159,F,,,,
San Bernardino,2015,Q3,Buprenorphine,188,F,,,,
San Bernardino,2015,Q4,Buprenorphine,222,F,,,,
San Bernardino,2016,Q1,Buprenorphine,268,F,,,,
San Bernardino,2016,Q2,Buprenorphine,339,F,,,,
San Bernardino,2016,Q3,Buprenorphine,342,F,,,,
San Bernardino,2016,Q4,Buprenorphine,450,F,,,,
San Bernardino,2017,Q1,Buprenorphine,516,F,,,,
San Bernardino,2017,Q2,Buprenorphine,554,F,,,,
San Bernardino,2017,Q3,Buprenorphine,551,F,,,,
San Bernardino,2017,Q4,Buprenorphine,499,F,,,,
San Bernardino,2018,Q1,Buprenorphine,475,F,,,,
San Bernardino,2018,Q2,Buprenorphine,497,F,,,,
San Bernardino,2018,Q3,Buprenorphine,478,F,,,,
San Bernardino,2018,Q4,Buprenorphine,487,F,,,,
San Bernardino,2019,Q1,Buprenorphine,499,F,,,,
San Bernardino,2019,Q2,Buprenorphine,554,F,,,,
San Bernardino,2019,Q3,Buprenorphine,593,F,,,,
San Bernardino,2019,Q4,Buprenorphine,643,F,,,,
San Bernardino,2020,Q1,Buprenorphine,749,P,,,,
San Diego,2010,Q1,Buprenorphine,53,F,,,,
San Diego,2010,Q2,Buprenorphine,57,F,,,,
San Diego,2010,Q3,Buprenorphine,55,F,,,,
San Diego,2010,Q4,Buprenorphine,53,F,,,,
San Diego,2011,Q1,Buprenorphine,54,F,,,,
San Diego,2011,Q2,Buprenorphine,57,F,,,,
San Diego,2011,Q3,Buprenorphine,71,F,,,,
San Diego,2011,Q4,Buprenorphine,74,F,,,,
San Diego,2012,Q1,Buprenorphine,98,F,,,,
San Diego,2012,Q2,Buprenorphine,117,F,,,,
San Diego,2012,Q3,Buprenorphine,106,F,,,,
San Diego,2012,Q4,Buprenorphine,98,F,,,,
San Diego,2013,Q1,Buprenorphine,64,F,,,,
San Diego,2013,Q2,Buprenorphine,69,F,,,,
San Diego,2013,Q3,Buprenorphine,70,F,,,,
San Diego,2013,Q4,Buprenorphine,58,F,,,,
San Diego,2014,Q1,Buprenorphine,91,F,,,,
San Diego,2014,Q2,Buprenorphine,115,F,,,,
San Diego,2014,Q3,Buprenorphine,140,F,,,,
San Diego,2014,Q4,Buprenorphine,238,F,,,,
San Diego,2015,Q1,Buprenorphine,531,F,,,,
San Diego,2015,Q2,Buprenorphine,584,F,,,,
San Diego,2015,Q3,Buprenorphine,648,F,,,,
San Diego,2015,Q4,Buprenorphine,666,F,,,,
San Diego,2016,Q1,Buprenorphine,643,F,,,,
San Diego,2016,Q2,Buprenorphine,733,F,,,,
San Diego,2016,Q3,Buprenorphine,674,F,,,,
San Diego,2016,Q4,Buprenorphine,731,F,,,,
San Diego,2017,Q1,Buprenorphine,838,F,,,,
San Diego,2017,Q2,Buprenorphine,857,F,,,,
San Diego,2017,Q3,Buprenorphine,884,F,,,,
San Diego,2017,Q4,Buprenorphine,910,F,,,,
San Diego,2018,Q1,Buprenorphine,985,F,,,,
San Diego,2018,Q2,Buprenorphine,1047,F,,,,
San Diego,2018,Q3,Buprenorphine,1023,F,,,,
San Diego,2018,Q4,Buprenorphine,1051,F,,,,
San Diego,2019,Q1,Buprenorphine,1100,F,,,,
San Diego,2019,Q2,Buprenorphine,1206,F,,,,
San Diego,2019,Q3,Buprenorphine,1231,F,,,,
San Diego,2019,Q4,Buprenorphine,1349,F,,,,
San Diego,2020,Q1,Buprenorphine,1443,P,,,,
San Francisco,2010,Q1,Buprenorphine,38,F,,,,
San Francisco,2010,Q2,Buprenorphine,40,F,,,,
San Francisco,2010,Q3,Buprenorphine,40,F,,,,
San Francisco,2010,Q4,Buprenorphine,44,F,,,,
San Francisco,2011,Q1,Buprenorphine,53,F,,,,
San Francisco,2011,Q2,Buprenorphine,54,F,,,,
San Francisco,2011,Q3,Buprenorphine,62,F,,,,
San Francisco,2011,Q4,Buprenorphine,59,F,,,,
San Francisco,2012,Q1,Buprenorphine,65,F,,,,
San Francisco,2012,Q2,Buprenorphine,63,F,,,,
San Francisco,2012,Q3,Buprenorphine,67,F,,,,
San Francisco,2012,Q4,Buprenorphine,64,F,,,,
San Francisco,2013,Q1,Buprenorphine,61,F,,,,
San Francisco,2013,Q2,Buprenorphine,66,F,,,,
San Francisco,2013,Q3,Buprenorphine,67,F,,,,
San Francisco,2013,Q4,Buprenorphine,66,F,,,,
San Francisco,2014,Q1,Buprenorphine,181,F,,,,
San Francisco,2014,Q2,Buprenorphine,211,F,,,,
San Francisco,2014,Q3,Buprenorphine,231,F,,,,
San Francisco,2014,Q4,Buprenorphine,223,F,,,,
San Francisco,2015,Q1,Buprenorphine,219,F,,,,
San Francisco,2015,Q2,Buprenorphine,236,F,,,,
San Francisco,2015,Q3,Buprenorphine,259,F,,,,
San Francisco,2015,Q4,Buprenorphine,278,F,,,,
San Francisco,2016,Q1,Buprenorphine,268,F,,,,
San Francisco,2016,Q2,Buprenorphine,276,F,,,,
San Francisco,2016,Q3,Buprenorphine,321,F,,,,
San Francisco,2016,Q4,Buprenorphine,337,F,,,,
San Francisco,2017,Q1,Buprenorphine,340,F,,,,
San Francisco,2017,Q2,Buprenorphine,358,F,,,,
San Francisco,2017,Q3,Buprenorphine,398,F,,,,
San Francisco,2017,Q4,Buprenorphine,437,F,,,,
San Francisco,2018,Q1,Buprenorphine,462,F,,,,
San Francisco,2018,Q2,Buprenorphine,522,F,,,,
San Francisco,2018,Q3,Buprenorphine,532,F,,,,
San Francisco,2018,Q4,Buprenorphine,530,F,,,,
San Francisco,2019,Q1,Buprenorphine,567,F,,,,
San Francisco,2019,Q2,Buprenorphine,555,F,,,,
San Francisco,2019,Q3,Buprenorphine,547,F,,,,
San Francisco,2019,Q4,Buprenorphine,614,F,,,,
San Francisco,2020,Q1,Buprenorphine,639,P,,,,
San Joaquin,2010,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Joaquin,2010,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Joaquin,2010,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Joaquin,2010,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Joaquin,2011,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Joaquin,2011,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Joaquin,2011,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Joaquin,2011,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Joaquin,2012,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Joaquin,2012,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Joaquin,2012,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Joaquin,2012,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Joaquin,2013,Q1,Buprenorphine,11,F,,,,
San Joaquin,2013,Q2,Buprenorphine,13,F,,,,
San Joaquin,2013,Q3,Buprenorphine,11,F,,,,
San Joaquin,2013,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Joaquin,2014,Q1,Buprenorphine,17,F,,,,
San Joaquin,2014,Q2,Buprenorphine,30,F,,,,
San Joaquin,2014,Q3,Buprenorphine,30,F,,,,
San Joaquin,2014,Q4,Buprenorphine,38,F,,,,
San Joaquin,2015,Q1,Buprenorphine,42,F,,,,
San Joaquin,2015,Q2,Buprenorphine,49,F,,,,
San Joaquin,2015,Q3,Buprenorphine,55,F,,,,
San Joaquin,2015,Q4,Buprenorphine,64,F,,,,
San Joaquin,2016,Q1,Buprenorphine,71,F,,,,
San Joaquin,2016,Q2,Buprenorphine,82,F,,,,
San Joaquin,2016,Q3,Buprenorphine,75,F,,,,
San Joaquin,2016,Q4,Buprenorphine,104,F,,,,
San Joaquin,2017,Q1,Buprenorphine,109,F,,,,
San Joaquin,2017,Q2,Buprenorphine,106,F,,,,
San Joaquin,2017,Q3,Buprenorphine,104,F,,,,
San Joaquin,2017,Q4,Buprenorphine,102,F,,,,
San Joaquin,2018,Q1,Buprenorphine,94,F,,,,
San Joaquin,2018,Q2,Buprenorphine,109,F,,,,
San Joaquin,2018,Q3,Buprenorphine,117,F,,,,
San Joaquin,2018,Q4,Buprenorphine,108,F,,,,
San Joaquin,2019,Q1,Buprenorphine,115,F,,,,
San Joaquin,2019,Q2,Buprenorphine,135,F,,,,
San Joaquin,2019,Q3,Buprenorphine,140,F,,,,
San Joaquin,2019,Q4,Buprenorphine,164,F,,,,
San Joaquin,2020,Q1,Buprenorphine,185,P,,,,
San Luis Obispo,2010,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Luis Obispo,2010,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Luis Obispo,2010,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Luis Obispo,2010,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Luis Obispo,2011,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Luis Obispo,2011,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Luis Obispo,2011,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Luis Obispo,2011,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Luis Obispo,2012,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Luis Obispo,2012,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Luis Obispo,2012,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Luis Obispo,2012,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Luis Obispo,2013,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Luis Obispo,2013,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Luis Obispo,2013,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Luis Obispo,2013,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Luis Obispo,2014,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Luis Obispo,2014,Q2,Buprenorphine,12,F,,,,
San Luis Obispo,2014,Q3,Buprenorphine,26,F,,,,
San Luis Obispo,2014,Q4,Buprenorphine,58,F,,,,
San Luis Obispo,2015,Q1,Buprenorphine,73,F,,,,
San Luis Obispo,2015,Q2,Buprenorphine,101,F,,,,
San Luis Obispo,2015,Q3,Buprenorphine,152,F,,,,
San Luis Obispo,2015,Q4,Buprenorphine,164,F,,,,
San Luis Obispo,2016,Q1,Buprenorphine,183,F,,,,
San Luis Obispo,2016,Q2,Buprenorphine,201,F,,,,
San Luis Obispo,2016,Q3,Buprenorphine,219,F,,,,
San Luis Obispo,2016,Q4,Buprenorphine,246,F,,,,
San Luis Obispo,2017,Q1,Buprenorphine,264,F,,,,
San Luis Obispo,2017,Q2,Buprenorphine,272,F,,,,
San Luis Obispo,2017,Q3,Buprenorphine,257,F,,,,
San Luis Obispo,2017,Q4,Buprenorphine,276,F,,,,
San Luis Obispo,2018,Q1,Buprenorphine,281,F,,,,
San Luis Obispo,2018,Q2,Buprenorphine,268,F,,,,
San Luis Obispo,2018,Q3,Buprenorphine,232,F,,,,
San Luis Obispo,2018,Q4,Buprenorphine,218,F,,,,
San Luis Obispo,2019,Q1,Buprenorphine,244,F,,,,
San Luis Obispo,2019,Q2,Buprenorphine,257,F,,,,
San Luis Obispo,2019,Q3,Buprenorphine,260,F,,,,
San Luis Obispo,2019,Q4,Buprenorphine,275,F,,,,
San Luis Obispo,2020,Q1,Buprenorphine,256,P,,,,
San Mateo,2010,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Mateo,2010,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Mateo,2010,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Mateo,2010,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Mateo,2011,Q1,Buprenorphine,12,F,,,,
San Mateo,2011,Q2,Buprenorphine,12,F,,,,
San Mateo,2011,Q3,Buprenorphine,11,F,,,,
San Mateo,2011,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Mateo,2012,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Mateo,2012,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Mateo,2012,Q3,Buprenorphine,12,F,,,,
San Mateo,2012,Q4,Buprenorphine,11,F,,,,
San Mateo,2013,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Mateo,2013,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Mateo,2013,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Mateo,2013,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
San Mateo,2014,Q1,Buprenorphine,13,F,,,,
San Mateo,2014,Q2,Buprenorphine,20,F,,,,
San Mateo,2014,Q3,Buprenorphine,26,F,,,,
San Mateo,2014,Q4,Buprenorphine,27,F,,,,
San Mateo,2015,Q1,Buprenorphine,30,F,,,,
San Mateo,2015,Q2,Buprenorphine,36,F,,,,
San Mateo,2015,Q3,Buprenorphine,38,F,,,,
San Mateo,2015,Q4,Buprenorphine,44,F,,,,
San Mateo,2016,Q1,Buprenorphine,44,F,,,,
San Mateo,2016,Q2,Buprenorphine,46,F,,,,
San Mateo,2016,Q3,Buprenorphine,53,F,,,,
San Mateo,2016,Q4,Buprenorphine,55,F,,,,
San Mateo,2017,Q1,Buprenorphine,63,F,,,,
San Mateo,2017,Q2,Buprenorphine,68,F,,,,
San Mateo,2017,Q3,Buprenorphine,78,F,,,,
San Mateo,2017,Q4,Buprenorphine,73,F,,,,
San Mateo,2018,Q1,Buprenorphine,98,F,,,,
San Mateo,2018,Q2,Buprenorphine,126,F,,,,
San Mateo,2018,Q3,Buprenorphine,141,F,,,,
San Mateo,2018,Q4,Buprenorphine,143,F,,,,
San Mateo,2019,Q1,Buprenorphine,170,F,,,,
San Mateo,2019,Q2,Buprenorphine,191,F,,,,
San Mateo,2019,Q3,Buprenorphine,190,F,,,,
San Mateo,2019,Q4,Buprenorphine,188,F,,,,
San Mateo,2020,Q1,Buprenorphine,212,P,,,,
Santa Barbara,2010,Q1,Buprenorphine,12,F,,,,
Santa Barbara,2010,Q2,Buprenorphine,14,F,,,,
Santa Barbara,2010,Q3,Buprenorphine,13,F,,,,
Santa Barbara,2010,Q4,Buprenorphine,12,F,,,,
Santa Barbara,2011,Q1,Buprenorphine,12,F,,,,
Santa Barbara,2011,Q2,Buprenorphine,12,F,,,,
Santa Barbara,2011,Q3,Buprenorphine,12,F,,,,
Santa Barbara,2011,Q4,Buprenorphine,11,F,,,,
Santa Barbara,2012,Q1,Buprenorphine,13,F,,,,
Santa Barbara,2012,Q2,Buprenorphine,15,F,,,,
Santa Barbara,2012,Q3,Buprenorphine,15,F,,,,
Santa Barbara,2012,Q4,Buprenorphine,17,F,,,,
Santa Barbara,2013,Q1,Buprenorphine,18,F,,,,
Santa Barbara,2013,Q2,Buprenorphine,21,F,,,,
Santa Barbara,2013,Q3,Buprenorphine,20,F,,,,
Santa Barbara,2013,Q4,Buprenorphine,22,F,,,,
Santa Barbara,2014,Q1,Buprenorphine,33,F,,,,
Santa Barbara,2014,Q2,Buprenorphine,41,F,,,,
Santa Barbara,2014,Q3,Buprenorphine,55,F,,,,
Santa Barbara,2014,Q4,Buprenorphine,61,F,,,,
Santa Barbara,2015,Q1,Buprenorphine,82,F,,,,
Santa Barbara,2015,Q2,Buprenorphine,115,F,,,,
Santa Barbara,2015,Q3,Buprenorphine,132,F,,,,
Santa Barbara,2015,Q4,Buprenorphine,145,F,,,,
Santa Barbara,2016,Q1,Buprenorphine,147,F,,,,
Santa Barbara,2016,Q2,Buprenorphine,175,F,,,,
Santa Barbara,2016,Q3,Buprenorphine,185,F,,,,
Santa Barbara,2016,Q4,Buprenorphine,211,F,,,,
Santa Barbara,2017,Q1,Buprenorphine,221,F,,,,
Santa Barbara,2017,Q2,Buprenorphine,229,F,,,,
Santa Barbara,2017,Q3,Buprenorphine,224,F,,,,
Santa Barbara,2017,Q4,Buprenorphine,242,F,,,,
Santa Barbara,2018,Q1,Buprenorphine,256,F,,,,
Santa Barbara,2018,Q2,Buprenorphine,264,F,,,,
Santa Barbara,2018,Q3,Buprenorphine,261,F,,,,
Santa Barbara,2018,Q4,Buprenorphine,281,F,,,,
Santa Barbara,2019,Q1,Buprenorphine,290,F,,,,
Santa Barbara,2019,Q2,Buprenorphine,295,F,,,,
Santa Barbara,2019,Q3,Buprenorphine,340,F,,,,
Santa Barbara,2019,Q4,Buprenorphine,338,F,,,,
Santa Barbara,2020,Q1,Buprenorphine,360,P,,,,
Santa Clara,2010,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Santa Clara,2010,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Santa Clara,2010,Q3,Buprenorphine,13,F,,,,
Santa Clara,2010,Q4,Buprenorphine,13,F,,,,
Santa Clara,2011,Q1,Buprenorphine,14,F,,,,
Santa Clara,2011,Q2,Buprenorphine,18,F,,,,
Santa Clara,2011,Q3,Buprenorphine,21,F,,,,
Santa Clara,2011,Q4,Buprenorphine,24,F,,,,
Santa Clara,2012,Q1,Buprenorphine,24,F,,,,
Santa Clara,2012,Q2,Buprenorphine,22,F,,,,
Santa Clara,2012,Q3,Buprenorphine,21,F,,,,
Santa Clara,2012,Q4,Buprenorphine,17,F,,,,
Santa Clara,2013,Q1,Buprenorphine,21,F,,,,
Santa Clara,2013,Q2,Buprenorphine,23,F,,,,
Santa Clara,2013,Q3,Buprenorphine,20,F,,,,
Santa Clara,2013,Q4,Buprenorphine,20,F,,,,
Santa Clara,2014,Q1,Buprenorphine,52,F,,,,
Santa Clara,2014,Q2,Buprenorphine,66,F,,,,
Santa Clara,2014,Q3,Buprenorphine,89,F,,,,
Santa Clara,2014,Q4,Buprenorphine,104,F,,,,
Santa Clara,2015,Q1,Buprenorphine,120,F,,,,
Santa Clara,2015,Q2,Buprenorphine,131,F,,,,
Santa Clara,2015,Q3,Buprenorphine,166,F,,,,
Santa Clara,2015,Q4,Buprenorphine,186,F,,,,
Santa Clara,2016,Q1,Buprenorphine,185,F,,,,
Santa Clara,2016,Q2,Buprenorphine,217,F,,,,
Santa Clara,2016,Q3,Buprenorphine,195,F,,,,
Santa Clara,2016,Q4,Buprenorphine,213,F,,,,
Santa Clara,2017,Q1,Buprenorphine,205,F,,,,
